# t Revolution_1 Revolution_2 Revolution_3 Revolution_4 Revolution_5 Revolution_6 Revolution_7 Revolution_8 Revolution_9 Revolution_10 Revolution_11 Revolution_12
12.9092 +0.061743 +0.080296 +0.065608 -1.500000 +0.452118 -0.028423 +0.061743 +0.080296 -0.054392 -0.061372 +1.130296 +0.138941
12.9193 +0.102921 +0.127030 +0.068872 -1.500000 +0.470812 -0.027118 +0.103857 +0.127030 -0.051128 -0.193231 +1.177030 +0.142205
12.9293 +0.156249 +0.173150 +0.072093 -1.500000 +0.489260 -0.025829 +0.160375 +0.173150 -0.047907 -0.323039 +1.223150 +0.145426
12.9393 +0.226684 +0.219803 +0.075351 -1.500000 +0.507921 -0.024526 +0.236981 +0.219803 -0.044649 -0.450915 +1.269803 +0.148685
12.9492 +0.314589 +0.265299 +0.078529 -1.500000 +0.526120 -0.023255 +0.334337 +0.265299 -0.041471 -0.569299 +1.315299 +0.151862
12.9592 +0.411353 +0.311418 +0.081750 -0.988574 -0.459149 -0.092068 +0.442048 +0.311418 -0.038250 -0.882656 -1.147874 -0.020169
12.9692 +0.497512 +0.357939 +0.084999 -0.928476 -0.431236 -0.090118 +0.537204 +0.357939 -0.035001 -0.828996 -1.078091 -0.015295
12.9792 +0.578171 +0.403889 +0.088208 -0.869116 -0.403667 -0.088193 +0.625957 +0.403889 -0.031792 -0.775997 -1.009166 -0.010481
12.9892 +0.651085 +0.450116 +0.091437 -0.809400 -0.375931 -0.086255 +0.705544 +0.450116 -0.028563 -0.722678 -0.939827 -0.005639
12.9992 +0.712149 +0.496224 +0.094657 -0.749835 -0.348266 -0.084323 +0.771181 +0.496224 -0.025343 -0.669496 -0.870664 -0.000808
13.0092 +0.758660 +0.542511 +0.097890 -0.690040 -0.320493 -0.082384 +0.819642 +0.542511 -0.022110 -0.616107 -0.801233 +0.004041
13.0192 +0.787606 +0.588512 +0.101102 -0.630615 -0.292893 -0.080456 +0.847440 +0.588512 -0.018898 -0.563049 -0.732233 +0.008860
13.0293 +0.797223 +0.635279 +0.104369 -0.570199 -0.264833 -0.078496 +0.852353 +0.635279 -0.015631 -0.509107 -0.662082 +0.013759
13.0392 +0.785667 +0.681194 +0.107575 -0.510885 -0.237284 -0.076572 +0.832428 +0.681194 -0.012425 -0.456148 -0.593210 +0.018569
13.0492 +0.752072 +0.727360 +0.110800 -0.451245 -0.209584 -0.074638 +0.786495 +0.727360 -0.009200 -0.402898 -0.523959 +0.023406
13.0597 +0.692364 +0.776023 +0.114198 -0.388381 -0.180386 -0.072598 +0.709443 +0.776023 -0.005802 -0.346769 -0.450965 +0.028504
13.0694 +0.615756 +0.820714 +0.117320 -0.330648 -0.153571 -0.070726 +0.613018 +0.820714 -0.002680 -0.295221 -0.383929 +0.033186
13.0792 +0.517661 +0.865978 +0.120481 -0.272175 -0.126413 -0.068829 +0.491191 +0.865978 +0.000481 -0.243013 -0.316033 +0.037928
13.0894 +0.394772 +0.913175 +0.123777 -0.211204 -0.098095 -0.066851 +0.339877 +0.913175 +0.003777 -0.188575 -0.245238 +0.042872
13.0992 +0.260131 +0.958082 +0.126914 -0.153192 -0.071151 -0.064969 +0.175027 +0.958082 +0.006914 -0.136779 -0.177878 +0.047577
13.1092 +0.105220 +1.004486 +0.130155 -0.093245 -0.043308 -0.063025 -0.013919 +1.004486 +0.010155 -0.083254 -0.108270 +0.052438
13.1192 -0.062419 +1.050768 +0.133387 -0.033457 -0.015539 -0.061085 -0.217849 +1.050768 +0.013387 -0.029872 -0.038848 +0.057287
13.1292 -0.239246 +1.096875 +0.136607 +0.026106 +0.012125 -0.059153 -0.432583 +1.096875 +0.016607 +0.023309 +0.030313 +0.062117
13.1392 -0.422911 +1.143127 +0.139837 +0.081018 +0.037251 -0.057398 -0.655396 +1.143127 +0.019837 +0.071888 +0.093127 +0.066504
13.1492 -0.607897 +1.189092 +0.143048 +0.138589 +0.055637 -0.056114 -0.879727 +1.189092 +0.023048 +0.113364 +0.139092 +0.069714
13.1594 -0.796918 +1.236455 +0.146356 +0.229038 +0.074582 -0.054791 -1.109006 +1.236455 +0.026356 +0.166713 +0.186455 +0.073022
13.1692 -0.971894 +1.281677 +0.149514 +0.352482 +0.092671 -0.053528 -1.321437 +1.281677 +0.029514 +0.230292 +0.231677 +0.076181
13.1791 -1.140028 +1.327582 +0.152720 +0.521774 +0.111033 -0.052245 -1.500000 +1.327582 +0.032720 +0.309826 +0.277582 +0.079387
13.1892 -0.868234 -1.129119 -0.018859 +0.687393 +0.129568 -0.050951 -0.868234 -1.129119 -0.138859 +0.388314 +0.323921 +0.082623
13.1992 -0.814706 -1.059507 -0.013997 +0.836140 +0.148132 -0.049654 -0.814706 -1.059507 -0.133997 +0.461083 +0.370329 +0.085864
13.2092 -0.761525 -0.990345 -0.009167 +0.971808 +0.166575 -0.048366 -0.761525 -0.990345 -0.129167 +0.529251 +0.416436 +0.089084
13.2192 -0.708257 -0.921072 -0.004329 +1.087458 +0.185047 -0.047076 -0.708257 -0.921072 -0.124329 +0.590630 +0.462619 +0.092310
13.2291 -0.655236 -0.852119 +0.000487 +1.175143 +0.203435 -0.045792 -0.655236 -0.852119 -0.119513 +0.642374 +0.508587 +0.095520
13.2392 -0.601767 -0.782584 +0.005343 +1.229353 +0.221977 -0.044497 -0.601767 -0.782584 -0.114657 +0.682890 +0.554944 +0.098758
13.2492 -0.548498 -0.713309 +0.010182 +1.243725 +0.240451 -0.043207 -0.548498 -0.713309 -0.109818 +0.709743 +0.601127 +0.101983
13.2592 -0.495012 -0.643752 +0.015040 +1.213983 +0.259000 -0.041911 -0.495012 -0.643752 -0.104960 +0.721646 +0.647499 +0.105222
13.2692 -0.441683 -0.574399 +0.019883 +1.137125 +0.277494 -0.040619 -0.441683 -0.574399 -0.100117 +0.717423 +0.693734 +0.108451
13.2793 -0.387851 -0.504392 +0.024773 +1.009853 +0.296162 -0.039316 -0.387851 -0.504392 -0.095227 +0.696220 +0.740406 +0.111711
13.2892 -0.335153 -0.435858 +0.029559 +0.836361 +0.314438 -0.038039 -0.335153 -0.435858 -0.090441 +0.658793 +0.786094 +0.114902
13.2991 -0.282121 -0.366892 +0.034376 +0.613683 +0.332829 -0.036755 -0.282121 -0.366892 -0.085624 +0.604735 +0.832072 +0.118113
13.3092 -0.228585 -0.297270 +0.039238 +0.342001 +0.351395 -0.035458 -0.228585 -0.297270 -0.080762 +0.534180 +0.878487 +0.121355
13.3192 -0.175267 -0.227931 +0.044081 +0.027894 +0.369885 -0.034167 -0.175267 -0.227931 -0.075919 +0.449072 +0.924713 +0.124583
13.3292 -0.122084 -0.158768 +0.048911 -0.324239 +0.388329 -0.032879 -0.122084 -0.158768 -0.071089 +0.350944 +0.970822 +0.127803
13.3393 -0.067984 -0.088412 +0.053825 -0.716549 +0.407090 -0.031568 -0.067984 -0.088412 -0.066175 +0.239498 +1.017725 +0.131079
13.3494 -0.014390 -0.018714 +0.058693 -1.132457 +0.425676 -0.030270 -0.014390 -0.018714 -0.061307 +0.119798 +1.064191 +0.134324
13.3592 +0.037836 +0.049205 +0.063437 -1.500000 +0.443788 -0.029005 +0.037836 +0.049205 -0.056563 -0.003313 +1.109470 +0.137487
13.3692 +0.082665 +0.105602 +0.067375 -1.500000 +0.462241 -0.027717 +0.082926 +0.105602 -0.052625 -0.132627 +1.155602 +0.140709
13.3792 +0.129776 +0.151815 +0.070603 -1.500000 +0.480726 -0.026425 +0.132105 +0.151815 -0.049397 -0.263222 +1.201815 +0.143936
13.3892 +0.191821 +0.198225 +0.073844 -1.500000 +0.499290 -0.025129 +0.198856 +0.198225 -0.046156 -0.392397 +1.248225 +0.147178
13.3992 +0.271278 +0.244204 +0.077055 -1.500000 +0.517681 -0.023844 +0.286189 +0.244204 -0.042945 -0.515371 +1.294204 +0.150389
13.4092 +0.372212 +0.290495 +0.080289 -1.015603 -0.471703 -0.092944 +0.398790 +0.290495 -0.039711 -0.906788 -1.179258 -0.022361
13.4191 +0.457965 +0.336413 +0.083496 -0.956284 -0.444152 -0.091020 +0.493551 +0.336413 -0.036504 -0.853825 -1.110381 -0.017550
13.4293 +0.542733 +0.383250 +0.086767 -0.895779 -0.416050 -0.089057 +0.587025 +0.383250 -0.033233 -0.799803 -1.040126 -0.012644
13.4392 +0.619193 +0.429103 +0.089969 -0.836545 -0.388538 -0.087136 +0.670842 +0.429103 -0.030031 -0.746915 -0.971346 -0.007840
13.4492 +0.685867 +0.475133 +0.093184 -0.777081 -0.360920 -0.085207 +0.743102 +0.475133 -0.026816 -0.693823 -0.902301 -0.003018
13.4592 +0.739737 +0.521676 +0.096435 -0.716955 -0.332994 -0.083257 +0.800201 +0.521676 -0.023565 -0.640138 -0.832485 +0.001858
13.4693 +0.777041 +0.568111 +0.099678 -0.656969 -0.305133 -0.081311 +0.837790 +0.568111 -0.020322 -0.586580 -0.762833 +0.006723
13.4793 +0.795493 +0.614280 +0.102902 -0.597326 -0.277432 -0.079376 +0.853197 +0.614280 -0.017098 -0.533327 -0.693580 +0.011560
13.4891 +0.793702 +0.659856 +0.106085 -0.538450 -0.250087 -0.077466 +0.844828 +0.659856 -0.013915 -0.480759 -0.625217 +0.016334
13.4992 +0.770257 +0.706183 +0.109321 -0.478603 -0.222290 -0.075525 +0.810836 +0.706183 -0.010679 -0.427324 -0.555725 +0.021187
13.5092 +0.724204 +0.752611 +0.112563 -0.418626 -0.194433 -0.073579 +0.750184 +0.752611 -0.007437 -0.373773 -0.486083 +0.026051
13.5192 +0.656122 +0.798666 +0.115780 -0.359131 -0.166800 -0.071650 +0.663620 +0.798666 -0.004220 -0.320652 -0.417001 +0.030876
13.5291 +0.566551 +0.844574 +0.118986 -0.299825 -0.139256 -0.069726 +0.551751 +0.844574 -0.001014 -0.267701 -0.348139 +0.035686
13.5392 +0.454357 +0.891252 +0.122246 -0.239525 -0.111249 -0.067770 +0.413113 +0.891252 +0.002246 -0.213862 -0.278122 +0.040576
13.5492 +0.324556 +0.937266 +0.125460 -0.180083 -0.083641 -0.065842 +0.253814 +0.937266 +0.005460 -0.160788 -0.209101 +0.045396
13.5592 +0.176939 +0.983546 +0.128692 -0.120296 -0.055872 -0.063902 +0.073483 +0.983546 +0.008692 -0.107407 -0.139681 +0.050245
13.5692 +0.015180 +1.029738 +0.131918 -0.060624 -0.028157 -0.061967 -0.123504 +1.029738 +0.011918 -0.054128 -0.070393 +0.055084
13.5792 -0.157447 +1.075806 +0.135136 -0.001112 -0.000516 -0.060036 -0.333284 +1.075806 +0.015136 -0.000993 -0.001291 +0.059910
13.5892 -0.338682 +1.122052 +0.138366 +0.058631 +0.027231 -0.058098 -0.553233 +1.122052 +0.018366 +0.052349 +0.068078 +0.064755
13.5992 -0.524216 +1.168313 +0.141596 +0.109365 +0.047325 -0.056695 -0.778250 +1.168313 +0.021596 +0.093524 +0.118313 +0.068263
13.6092 -0.709034 +1.214316 +0.144809 +0.182290 +0.065726 -0.055410 -1.002388 +1.214316 +0.024809 +0.140252 +0.164316 +0.071476
13.6192 -0.891620 +1.260693 +0.148048 +0.290242 +0.084277 -0.054114 -1.223946 +1.260693 +0.028048 +0.199099 +0.210693 +0.074715
13.6291 -1.064682 +1.306619 +0.151256 +0.438557 +0.102647 -0.052831 -1.434218 +1.306619 +0.031256 +0.271492 +0.256619 +0.077923
13.6393 -0.891828 -1.159802 -0.021002 +0.620208 +0.121386 -0.051522 -0.891828 -1.159802 -0.141002 +0.355687 +0.303465 +0.081194
13.6492 -0.838977 -1.091071 -0.016202 +0.769692 +0.139714 -0.050242 -0.838977 -1.091071 -0.136202 +0.428428 +0.349286 +0.084395
13.6592 -0.785876 -1.022014 -0.011379 +0.911720 +0.158130 -0.048956 -0.785876 -1.022014 -0.131379 +0.498731 +0.395324 +0.087610
13.6692 -0.732506 -0.952608 -0.006531 +1.037811 +0.176638 -0.047663 -0.732506 -0.952608 -0.126531 +0.563711 +0.441595 +0.090842
13.6792 -0.679255 -0.883356 -0.001695 +1.139242 +0.195105 -0.046374 -0.679255 -0.883356 -0.121695 +0.620236 +0.487763 +0.094066
13.6892 -0.625566 -0.813534 +0.003182 +1.209844 +0.213724 -0.045073 -0.625566 -0.813534 -0.116818 +0.666431 +0.534311 +0.097317
13.6992 -0.572770 -0.744875 +0.007977 +1.242387 +0.232033 -0.043794 -0.572770 -0.744875 -0.112023 +0.699284 +0.580083 +0.100514
13.7093 -0.518568 -0.674385 +0.012900 +1.232767 +0.250831 -0.042482 -0.518568 -0.674385 -0.107100 +0.718342 +0.627076 +0.103796
13.7192 -0.465908 -0.605903 +0.017683 +1.178030 +0.269092 -0.041206 -0.465908 -0.605903 -0.102317 +0.721384 +0.672731 +0.106984
13.7292 -0.412864 -0.536921 +0.022501 +1.075266 +0.287488 -0.039921 -0.412864 -0.536921 -0.097499 +0.708211 +0.718720 +0.110196
13.7392 -0.359444 -0.467449 +0.027353 +0.922325 +0.306014 -0.038628 -0.359444 -0.467449 -0.092647 +0.678088 +0.765034 +0.113431
13.7493 -0.305758 -0.397632 +0.032229 +0.718795 +0.324632 -0.037327 -0.305758 -0.397632 -0.087771 +0.630828 +0.811579 +0.116682
13.7592 -0.252657 -0.328575 +0.037052 +0.469805 +0.343047 -0.036041 -0.252657 -0.328575 -0.082948 +0.567829 +0.857617 +0.119897
13.7692 -0.199529 -0.259483 +0.041877 +0.175953 +0.361471 -0.034754 -0.199529 -0.259483 -0.078123 +0.489547 +0.903678 +0.123114
13.7792 -0.146401 -0.190391 +0.046703 -0.158748 +0.379896 -0.033468 -0.146401 -0.190391 -0.073297 +0.397340 +0.949739 +0.126331
13.7891 -0.093203 -0.121209 +0.051535 -0.529798 +0.398344 -0.032179 -0.093203 -0.121209 -0.068465 +0.292769 +0.995861 +0.129552
13.7993 -0.039018 -0.050742 +0.056456 -0.938425 +0.417135 -0.030867 -0.039018 -0.050742 -0.063544 +0.175795 +1.042838 +0.132833
13.8092 +0.013870 +0.018037 +0.061260 -1.360177 +0.435477 -0.029586 +0.013870 +0.018037 -0.058740 +0.053813 +1.088691 +0.136036
13.8192 +0.065211 +0.084744 +0.065919 -1.500000 +0.453898 -0.028299 +0.065219 +0.084744 -0.054081 -0.073853 +1.134744 +0.139252
13.8293 +0.107126 +0.131159 +0.069160 -1.500000 +0.472463 -0.027003 +0.108246 +0.131159 -0.050840 -0.204910 +1.181159 +0.142494
13.8393 +0.162054 +0.177495 +0.072396 -1.500000 +0.490998 -0.025708 +0.166619 +0.177495 -0.047604 -0.335141 +1.227495 +0.145730
13.8492 +0.232487 +0.223162 +0.075586 -1.500000 +0.509265 -0.024432 +0.243360 +0.223162 -0.044414 -0.459905 +1.273162 +0.148919
13.8592 +0.323811 +0.269521 +0.078824 -1.500000 +0.527808 -0.023137 +0.344626 +0.269521 -0.041176 -0.579863 +1.319521 +0.152157
13.8692 +0.419277 +0.315652 +0.082046 -0.983104 -0.456609 -0.091890 +0.450805 +0.315652 -0.037954 -0.877771 -1.141522 -0.019725
13.8792 +0.504464 +0.361773 +0.085267 -0.923524 -0.428936 -0.089957 +0.544871 +0.361773 -0.034733 -0.824575 -1.072341 -0.014894
13.8893 +0.585752 +0.408427 +0.088525 -0.863255 -0.400944 -0.088002 +0.634268 +0.408427 -0.031475 -0.770763 -1.002360 -0.010006
13.8992 +0.657396 +0.454467 +0.091741 -0.803778 -0.373320 -0.086073 +0.712384 +0.454467 -0.028259 -0.717659 -0.933300 -0.005183
13.9092 +0.717169 +0.500551 +0.094959 -0.744245 -0.345669 -0.084142 +0.776503 +0.500551 -0.025041 -0.664505 -0.864173 -0.000355
13.9191 +0.761848 +0.546453 +0.098165 -0.684948 -0.318128 -0.082218 +0.822858 +0.546453 -0.021835 -0.611561 -0.795321 +0.004454
13.9292 +0.789398 +0.592929 +0.101411 -0.624908 -0.290243 -0.080271 +0.848946 +0.592929 -0.018589 -0.557954 -0.725606 +0.009323
13.9392 +0.797083 +0.638931 +0.104624 -0.565482 -0.262642 -0.078343 +0.851686 +0.638931 -0.015376 -0.504895 -0.656604 +0.014142
13.9492 +0.783603 +0.685258 +0.107859 -0.505634 -0.234845 -0.076402 +0.829438 +0.685258 -0.012141 -0.451459 -0.587112 +0.018995
13.9592 +0.748080 +0.731386 +0.111081 -0.446045 -0.207169 -0.074469 +0.781238 +0.731386 -0.008919 -0.398255 -0.517921 +0.023828
13.9693 +0.689153 +0.778173 +0.114349 -0.385604 -0.179096 -0.072508 +0.705363 +0.778173 -0.005651 -0.344290 -0.447741 +0.028729
13.9792 +0.609447 +0.823934 +0.117545 -0.326488 -0.151639 -0.070591 +0.605141 +0.823934 -0.002455 -0.291507 -0.379099 +0.033523
13.9892 +0.507995 +0.869995 +0.120762 -0.266985 -0.124003 -0.068661 +0.479248 +0.869995 +0.000762 -0.238379 -0.310007 +0.038349
13.9992 +0.386193 +0.916210 +0.123989 -0.207284 -0.096274 -0.066724 +0.329350 +0.916210 +0.003989 -0.185075 -0.240685 +0.043190
14.0092 +0.246169 +0.962457 +0.127219 -0.147540 -0.068526 -0.064786 +0.157970 +0.962457 +0.007219 -0.131732 -0.171314 +0.048035
14.0192 +0.090280 +1.008750 +0.130452 -0.087738 -0.040750 -0.062846 -0.032112 +1.008750 +0.010452 -0.078337 -0.101876 +0.052885
14.0291 -0.076563 +1.054540 +0.133650 -0.028584 -0.013276 -0.060927 -0.235036 +1.054540 +0.013650 -0.025522 -0.033190 +0.057682
14.0392 -0.255908 +1.101123 +0.136904 +0.031594 +0.014674 -0.058975 -0.452804 +1.101123 +0.016904 +0.028209 +0.036685 +0.062562
14.0492 -0.439370 +1.147227 +0.140124 +0.085155 +0.038891 -0.057284 -0.675357 +1.147227 +0.020124 +0.075247 +0.097227 +0.066790
14.0592 -0.625222 +1.193401 +0.143349 +0.145384 +0.057360 -0.055994 -0.900737 +1.193401 +0.023349 +0.117728 +0.143401 +0.070015
14.0692 -0.810283 +1.239848 +0.146593 +0.236952 +0.075939 -0.054696 -1.125223 +1.239848 +0.026593 +0.171024 +0.189848 +0.073259
14.0792 -0.987540 +1.285826 +0.149804 +0.365863 +0.094330 -0.053412 -1.340447 +1.285826 +0.029804 +0.236826 +0.235826 +0.076470
14.0899 -1.167545 +1.335434 +0.153268 +0.555624 +0.114174 -0.052026 -1.500000 +1.335434 +0.033268 +0.325098 +0.285434 +0.079935
14.0992 -0.863200 -1.122572 -0.018402 +0.701668 +0.131314 -0.050829 -0.863200 -1.122572 -0.138402 +0.395255 +0.328285 +0.082928
14.1092 -0.809850 -1.053191 -0.013556 +0.849157 +0.149816 -0.049537 -0.809850 -1.053191 -0.133556 +0.467523 +0.374539 +0.086158
14.1192 -0.756543 -0.983866 -0.008714 +0.983603 +0.168302 -0.048246 -0.756543 -0.983866 -0.128714 +0.535326 +0.420756 +0.089386
14.1296 -0.701238 -0.911944 -0.003691 +1.100785 +0.187482 -0.046906 -0.701238 -0.911944 -0.123691 +0.598066 +0.468704 +0.092735
14.1392 -0.649956 -0.845253 +0.000966 +1.182122 +0.205266 -0.045664 -0.649956 -0.845253 -0.119034 +0.646929 +0.513164 +0.095840
14.1492 -0.596890 -0.776243 +0.005786 +1.232388 +0.223669 -0.044379 -0.596890 -0.776243 -0.114214 +0.685934 +0.559172 +0.099053
14.1592 -0.543526 -0.706843 +0.010633 +1.242884 +0.242175 -0.043086 -0.543526 -0.706843 -0.109367 +0.711505 +0.605438 +0.102285
14.1693 -0.489651 -0.636780 +0.015526 +1.208429 +0.260859 -0.041781 -0.489651 -0.636780 -0.104474 +0.721962 +0.652147 +0.105547
14.1793 -0.436420 -0.567555 +0.020361 +1.126904 +0.279319 -0.040492 -0.436420 -0.567555 -0.099639 +0.716107 +0.698297 +0.108770
14.1892 -0.383343 -0.498529 +0.025182 +0.996902 +0.297726 -0.039206 -0.383343 -0.498529 -0.094818 +0.693662 +0.744314 +0.111984
14.1992 -0.330234 -0.429462 +0.030006 +0.817716 +0.316143 -0.037920 -0.330234 -0.429462 -0.089994 +0.654464 +0.790359 +0.115200
14.2092 -0.277240 -0.360544 +0.034819 +0.590821 +0.334522 -0.036637 -0.277240 -0.360544 -0.085181 +0.598953 +0.836304 +0.118409
14.2193 -0.223042 -0.290061 +0.039742 +0.311299 +0.353317 -0.035324 -0.223042 -0.290061 -0.080258 +0.525998 +0.883293 +0.121690
14.2292 -0.170362 -0.221552 +0.044527 -0.003033 +0.371586 -0.034048 -0.170362 -0.221552 -0.075473 +0.440549 +0.928965 +0.124880
14.2392 -0.116988 -0.152140 +0.049374 -0.359826 +0.390096 -0.032755 -0.116988 -0.152140 -0.070626 +0.340912 +0.975240 +0.128112
14.2492 -0.063865 -0.083055 +0.054199 -0.747645 +0.408519 -0.031469 -0.063865 -0.083055 -0.065801 +0.230594 +1.021297 +0.131329
14.2593 -0.010246 -0.013325 +0.059069 -1.165531 +0.427113 -0.030170 -0.010246 -0.013325 -0.060931 +0.110231 +1.067783 +0.134575
14.2692 +0.042690 +0.055517 +0.063877 -1.500000 +0.445471 -0.028888 +0.042690 +0.055517 -0.056123 -0.014988 +1.113678 +0.137781
14.2791 +0.086008 +0.109328 +0.067636 -1.500000 +0.463731 -0.027612 +0.086354 +0.109328 -0.052364 -0.143159 +1.159328 +0.140969
14.2892 +0.134610 +0.155915 +0.070889 -1.500000 +0.482366 -0.026311 +0.137239 +0.155915 -0.049111 -0.274758 +1.205915 +0.144223
14.2993 +0.199059 +0.202920 +0.074172 -1.500000 +0.501168 -0.024998 +0.206741 +0.202920 -0.045828 -0.405234 +1.252920 +0.147506
14.3092 +0.280152 +0.248711 +0.077370 -1.500000 +0.519485 -0.023719 +0.296028 +0.248711 -0.042630 -0.527046 +1.298711 +0.150704
14.3192 +0.380201 +0.294771 +0.080587 -1.010078 -0.469137 -0.092765 +0.407618 +0.294771 -0.039413 -0.901856 -1.172843 -0.021913
14.3292 +0.466285 +0.340909 +0.083809 -0.950477 -0.441455 -0.090832 +0.502739 +0.340909 -0.036191 -0.848640 -1.103637 -0.017079
14.3392 +0.549301 +0.387012 +0.087029 -0.890919 -0.413793 -0.088900 +0.594249 +0.387012 -0.032971 -0.795464 -1.034483 -0.012250
14.3492 +0.625598 +0.433207 +0.090256 -0.831242 -0.386076 -0.086964 +0.677827 +0.433207 -0.029744 -0.742181 -0.965189 -0.007410
14.3592 +0.691678 +0.479601 +0.093496 -0.771309 -0.358239 -0.085020 +0.749337 +0.479601 -0.026504 -0.688669 -0.895599 -0.002550
14.3691 +0.743406 +0.525438 +0.096697 -0.712095 -0.330737 -0.083099 +0.804008 +0.525438 -0.023303 -0.635799 -0.826842 +0.002252
14.3792 +0.779218 +0.571787 +0.099934 -0.652220 -0.302928 -0.081157 +0.839851 +0.571787 -0.020066 -0.582339 -0.757319 +0.007108
14.3892 +0.796130 +0.618127 +0.103171 -0.592357 -0.275124 -0.079215 +0.853420 +0.618127 -0.016829 -0.528890 -0.687809 +0.011963
14.3993 +0.792333 +0.664556 +0.106413 -0.532378 -0.247266 -0.077269 +0.842569 +0.664556 -0.013587 -0.475338 -0.618166 +0.016827
14.4092 +0.766802 +0.710666 +0.109634 -0.472812 -0.219601 -0.075337 +0.806148 +0.710666 -0.010366 -0.422154 -0.549001 +0.021657
14.4192 +0.719043 +0.756713 +0.112850 -0.413327 -0.191972 -0.073408 +0.743537 +0.756713 -0.007150 -0.369042 -0.479931 +0.026481
14.4292 +0.648598 +0.802990 +0.116082 -0.353545 -0.164206 -0.071468 +0.654159 +0.802990 -0.003918 -0.315665 -0.410516 +0.031329
14.4392 +0.556604 +0.849090 +0.119302 -0.293991 -0.136546 -0.069537 +0.539407 +0.849090 -0.000698 -0.262492 -0.341364 +0.036159
14.4493 +0.442784 +0.895635 +0.122552 -0.233863 -0.108619 -0.067586 +0.398871 +0.895635 +0.002552 -0.208806 -0.271547 +0.041035
14.4592 +0.311331 +0.941629 +0.125765 -0.174446 -0.081023 -0.065659 +0.237629 +0.941629 +0.005765 -0.155755 -0.202556 +0.045853
14.4692 +0.162521 +0.987824 +0.128991 -0.114770 -0.053306 -0.063723 +0.055903 +0.987824 +0.008991 -0.102474 -0.133265 +0.050693
14.4794 -0.003314 +1.034806 +0.132272 -0.054078 -0.025117 -0.061754 -0.145997 +1.034806 +0.012272 -0.048284 -0.062792 +0.055615
14.4893 -0.175752 +1.080555 +0.135467 +0.005023 +0.002333 -0.059837 -0.355510 +1.080555 +0.015467 +0.004485 +0.005833 +0.060407
14.4991 -0.354664 +1.126065 +0.138646 +0.063815 +0.029639 -0.057930 -0.572620 +1.126065 +0.018646 +0.056978 +0.074098 +0.065175
14.5092 -0.541480 +1.172598 +0.141896 +0.114931 +0.049039 -0.056575 -0.799185 +1.172598 +0.021896 +0.097458 +0.122598 +0.068562
14.5192 -0.725914 +1.218548 +0.145105 +0.190591 +0.067419 -0.055291 -1.022863 +1.218548 +0.025105 +0.145093 +0.168548 +0.071772
14.5295 -0.912713 +1.266162 +0.148430 +0.305607 +0.086465 -0.053961 -1.249557 +1.266162 +0.028430 +0.206937 +0.216162 +0.075097
14.5392 -1.081081 +1.311121 +0.151570 +0.455569 +0.104448 -0.052705 -1.454165 +1.311121 +0.031570 +0.279431 +0.261121 +0.078237
14.5493 -0.886774 -1.153229 -0.020543 +0.634617 +0.123139 -0.051400 -0.886774 -1.153229 -0.140543 +0.362682 +0.307847 +0.081500
14.5592 -0.834040 -1.084649 -0.015753 +0.783376 +0.141427 -0.050123 -0.834040 -1.084649 -0.135753 +0.435128 +0.353567 +0.084694
14.5692 -0.780660 -1.015231 -0.010905 +0.924910 +0.159939 -0.048830 -0.780660 -1.015231 -0.130905 +0.505377 +0.399846 +0.087926
14.5794 -0.726603 -0.944931 -0.005995 +1.050390 +0.178685 -0.047520 -0.726603 -0.944931 -0.125995 +0.570432 +0.446713 +0.091199
14.5892 -0.674048 -0.876584 -0.001222 +1.147586 +0.196911 -0.046247 -0.674048 -0.876584 -0.121222 +0.625226 +0.492277 +0.094381
14.5993 -0.620625 -0.807109 +0.003630 +1.214523 +0.215437 -0.044954 -0.620625 -0.807109 -0.116370 +0.670062 +0.538594 +0.097616
14.6092 -0.567412 -0.737907 +0.008464 +1.243449 +0.233891 -0.043665 -0.567412 -0.737907 -0.111536 +0.701854 +0.584729 +0.100838
14.6192 -0.514143 -0.668632 +0.013302 +1.229931 +0.252365 -0.042375 -0.514143 -0.668632 -0.106698 +0.719199 +0.630912 +0.104064
14.6292 -0.460962 -0.599471 +0.018132 +1.170495 +0.270808 -0.041086 -0.460962 -0.599471 -0.101868 +0.720854 +0.677020 +0.107284
14.6392 -0.407784 -0.530314 +0.022962 +1.062865 +0.289249 -0.039798 -0.407784 -0.530314 -0.097038 +0.706077 +0.723124 +0.110504
14.6493 -0.354014 -0.460387 +0.027846 +0.903993 +0.307897 -0.038496 -0.354014 -0.460387 -0.092154 +0.674076 +0.769742 +0.113760
14.6594 -0.300399 -0.390662 +0.032716 +0.695780 +0.326490 -0.037198 -0.300399 -0.390662 -0.087284 +0.625191 +0.816225 +0.117006
14.6691 -0.248221 -0.322806 +0.037455 +0.446937 +0.344585 -0.035934 -0.248221 -0.322806 -0.082545 +0.561861 +0.861463 +0.120166
14.6792 -0.194560 -0.253021 +0.042329 +0.146309 +0.363195 -0.034634 -0.194560 -0.253021 -0.077671 +0.481489 +0.907986 +0.123415
14.6893 -0.140979 -0.183341 +0.047195 -0.195013 +0.381776 -0.033336 -0.140979 -0.183341 -0.072805 +0.387211 +0.954440 +0.126659
14.6992 -0.087929 -0.114350 +0.052014 -0.568322 +0.400173 -0.032051 -0.087929 -0.114350 -0.067986 +0.281810 +1.000434 +0.129872
